source,target,weight
720575940617928763,720575940629008636,17
720575940617928763,720575940618554041,9
720575940617928763,720575940623467084,20
720575940617928763,720575940619846046,14
720575940630937660,720575940610116581,14
720575940630937660,720575940632539788,5
720575940630937660,720575940614815199,8
720575940630937660,720575940635547802,18
720575940630937660,720575940608909269,14
720575940630937660,720575940638201833,6
720575940630937660,720575940618609112,18
720575940630937660,720575940636454136,6
720575940630937660,720575940616695099,6
720575940630937660,720575940638149865,12
720575940630937660,720575940632868051,6
720575940630839371,720575940628826128,57
720575940630839371,720575940619176094,6
720575940630839371,720575940628815381,7
720575940630839371,720575940627812168,8
720575940630839371,720575940623211725,219
720575940630839371,720575940626626597,6
720575940630839371,720575940607272649,25
720575940630839371,720575940631959097,48
720575940630839371,720575940632252743,20
720575940630839371,720575940627847752,61
720575940630839371,720575940645047831,19
720575940630839371,720575940612036837,7
720575940630839371,720575940632804435,6
720575940630839371,720575940632047890,36
720575940630839371,720575940631918649,10
720575940630839371,720575940629239934,6
720575940630839371,720575940649829241,14
720575940630839371,720575940624023188,19
720575940630839371,720575940610677828,35
720575940630839371,720575940625737776,42
720575940630839371,720575940615671106,109
720575940630839371,720575940624600840,5
720575940630839371,720575940622026245,10
720575940630839371,720575940627368723,8
720575940630839371,720575940620274085,33
720575940630839371,720575940632602532,5
720575940630839371,720575940627814728,11
720575940630839371,720575940641480949,9
720575940630839371,720575940655014049,9
720575940630839371,720575940619877396,28
720575940630839371,720575940618574749,7
720575940630839371,720575940610482883,8
720575940630839371,720575940630461404,19
720575940630839371,720575940627099338,23
720575940635852901,720575940638077811,25
720575940635852901,720575940632380216,9
720575940635852901,720575940610270584,8
720575940635852901,720575940644390436,16
720575940635852901,720575940630379223,7
720575940635852901,720575940624604710,12
720575940635852901,720575940632539788,19
720575940635852901,720575940630006636,14
720575940635852901,720575940629870843,5
720575940635852901,720575940637089343,7
720575940635852901,720575940613303471,16
720575940635852901,720575940627732361,40
720575940635852901,720575940619612142,9
720575940635852901,720575940629704210,11
720575940635852901,720575940604870577,11
720575940635852901,720575940626859080,8
720575940620320902,720575940630311383,23
720575940620320902,720575940630318533,32
720575940620320902,720575940629437054,6
720575940620320902,720575940604088288,36
720575940620320902,720575940617825620,40
720575940620320902,720575940624739929,12
720575940620320902,720575940623433725,10
720575940620320902,720575940639417728,57
720575940620320902,720575940624472334,7
720575940620320902,720575940632499757,18
720575940620320902,720575940626434033,5
720575940620320902,720575940652554657,16
720575940620320902,720575940630733884,14
720575940620320902,720575940639032125,11
720575940620320902,720575940635967886,39
720575940620320902,720575940619754861,34
720575940620320902,720575940609799470,28
720575940620320902,720575940614492397,5
720575940620320902,720575940620060838,5
720575940620320902,720575940609681198,17
720575940620320902,720575940609365828,11
720575940620320902,720575940626562409,13
720575940620320902,720575940611644529,36
720575940620320902,720575940615723314,8
720575940620320902,720575940627083397,33
720575940620320902,720575940623579063,6
720575940620320902,720575940620706776,7
720575940620320902,720575940618674648,30
720575940620320902,720575940621773249,6
720575940620320902,720575940625096240,7
720575940620320902,720575940639123544,9
720575940620320902,720575940627076106,5
720575940620320902,720575940626887198,14
720575940620320902,720575940637627581,6
720575940620320902,720575940634506859,5
720575940620320902,720575940610505006,16
720575940620320902,720575940628200551,13
720575940620320902,720575940611047446,28
720575940620320902,720575940613087218,36
720575940620320902,720575940609258850,115
720575940620320902,720575940627652358,8
720575940620320902,720575940627111752,6
720575940620320902,720575940617110555,12
720575940620320902,720575940614817695,8
720575940620320902,720575940619058461,13
720575940620320902,720575940624923655,23
720575940620320902,720575940621371045,32
720575940620320902,720575940630328698,30
720575940620320902,720575940629513478,6
720575940620320902,720575940630623503,5
720575940620320902,720575940625923965,13
720575940620320902,720575940631698340,5
720575940620320902,720575940636704357,13
720575940620320902,720575940621277790,6
720575940620320902,720575940634894943,33
720575940620320902,720575940621305024,12
720575940620320902,720575940616182155,70
720575940620320902,720575940628808708,9
720575940620320902,720575940629814103,12
720575940620320902,720575940610403813,7
720575940620320902,720575940626243614,16
720575940620320902,720575940638910040,14
720575940620320902,720575940630086698,31
720575940620320902,720575940610623950,5
720575940620320902,720575940620943969,10
720575940620320902,720575940638049136,24
720575940620320902,720575940621354260,7
720575940620320902,720575940638245027,9
720575940620320902,720575940629995319,7
720575940620320902,720575940627692318,7
720575940620320902,720575940633893401,8
720575940620320902,720575940628719619,12
720575940620320902,720575940610501571,5
720575940620320902,720575940617809181,6
720575940620320902,720575940628372562,8
720575940620320902,720575940631109187,7
720575940623499400,720575940628627477,5
720575940623499400,720575940629876496,13
720575940623499400,720575940633077644,5
720575940623499400,720575940618715421,11
720575940623499400,720575940630839287,6
720575940623499400,720575940634592363,13
720575940623499400,720575940618819668,27
720575940623499400,720575940620953173,21
720575940623499400,720575940614363363,16
720575940623499400,720575940632402447,11
720575940623499400,720575940609618953,9
720575940623499400,720575940625652204,29
720575940623499400,720575940623503996,11
720575940623499400,720575940626039996,6
720575940623499400,720575940621393172,5
720575940623499400,720575940628455697,7
720575940623499400,720575940611398446,12
720575940614619282,720575940620918789,8
720575940614619282,720575940611719378,18
720575940614619282,720575940632915281,7
720575940614619282,720575940632469964,5
720575940614619282,720575940625959667,8
720575940614619282,720575940629821740,27
720575940614619282,720575940631584876,13
720575940614619282,720575940628346634,12
720575940614619282,720575940612308963,10
720575940614619282,720575940614432918,5
720575940614619282,720575940627956471,37
720575940614619282,720575940624594154,5
720575940614619282,720575940611735514,6
720575940614619282,720575940627344740,14
720575940614619282,720575940610652002,5
720575940614619282,720575940650262393,7
720575940614619282,720575940626013315,6
720575940614619282,720575940616285151,5
720575940625629332,720575940622801279,23
720575940625629332,720575940621800539,7
720575940625629332,720575940633645732,5
720575940625629332,720575940630748098,5
720575940625629332,720575940609774091,10
720575940625629332,720575940623564267,5
720575940625629332,720575940612860273,7
720575940625629332,720575940631149532,15
720575940625629332,720575940638848346,34
720575940625629332,720575940616172650,6
720575940625629332,720575940640291125,33
720575940625629332,720575940614501928,5
720575940625629332,720575940632068815,5
720575940625629332,720575940631821911,75
720575940625629332,720575940626899088,8
720575940625629332,720575940619845169,6
720575940625629332,720575940629808795,16
720575940638245027,720575940626977947,22
720575940638245027,720575940613891442,8
720575940638245027,720575940626818085,64
720575940638245027,720575940609799470,6
720575940638245027,720575940630550058,13
720575940638245027,720575940627111752,5
720575940638245027,720575940629328172,35
720575940638245027,720575940629513478,6
720575940638245027,720575940629437054,14
720575940638245027,720575940633631396,14
720575940638245027,720575940615723314,5
720575940638245027,720575940614979634,10
720575940638245027,720575940613296613,25
720575940638245027,720575940626848275,42
720575940638245027,720575940623579063,16
720575940638245027,720575940629995319,16
720575940638245027,720575940624923655,18
720575940638245027,720575940641706184,54
720575940638245027,720575940624033516,97
720575940638245027,720575940621371045,14
720575940638245027,720575940631698340,14
720575940638245027,720575940630086698,6
720575940638245027,720575940631131436,8
720575940638245027,720575940618603009,10
720575940620714150,720575940631959097,7
720575940620714150,720575940612337331,15
720575940620714150,720575940612603289,27
720575940620714150,720575940620103595,7
720575940620714150,720575940634528864,61
720575940620714150,720575940614730914,22
720575940620714150,720575940625502666,17
720575940620714150,720575940615655611,5
720575940620714150,720575940627787609,64
720575940620714150,720575940623637226,17
720575940620714150,720575940625099278,12
720575940620714150,720575940641480949,107
720575940620714150,720575940628459011,69
720575940620714150,720575940613501337,8
720575940620714150,720575940617190361,7
720575940620714150,720575940626730883,30
720575940620714150,720575940629304702,13
720575940620714150,720575940644438551,26
720575940620714150,720575940611813842,94
720575940620714150,720575940617089241,12
720575940620714150,720575940618273241,8
720575940620714150,720575940627826760,42
720575940620714150,720575940634560922,22
720575940620714150,720575940608188427,65
720575940620714150,720575940616286175,7
720575940620714150,720575940628102652,19
720575940620714150,720575940639425112,9
720575940620714150,720575940612036837,73
720575940620714150,720575940615715003,50
720575940620714150,720575940604729056,9
720575940620714150,720575940622266236,6
720575940620714150,720575940617303099,16
720575940620714150,720575940620298772,46
720575940620714150,720575940639198397,83
720575940620714150,720575940633529548,10
720575940620714150,720575940647586948,81
720575940620714150,720575940637607646,10
720575940620714150,720575940645047831,97
720575940620714150,720575940621065301,61
720575940620714150,720575940634756203,53
720575940620714150,720575940614352278,21
720575940620714150,720575940614740374,8
720575940620714150,720575940620300308,52
720575940620714150,720575940610652002,8
720575940620714150,720575940613408552,15
720575940620714150,720575940623355114,42
720575940620714150,720575940628815381,6
720575940620124326,720575940632427603,6
720575940620124326,720575940641015168,8
720575940620124326,720575940633572004,9
720575940620124326,720575940638928191,5
720575940620124326,720575940635449239,5
720575940620124326,720575940631341788,5
720575940620124326,720575940627192963,15
720575940620124326,720575940626507408,7
720575940620124326,720575940627190556,5
720575940620124326,720575940650935673,37
720575940620124326,720575940619612142,8
720575940620124326,720575940625689236,5
720575940620124326,720575940623587683,6
720575940620124326,720575940623935588,21
720575940620124326,720575940629777018,5
720575940620124326,720575940620512950,12
720575940620124326,720575940634612194,15
720575940621467819,720575940623384781,25
720575940621467819,720575940619991862,15
720575940621467819,720575940630810306,15
720575940621467819,720575940622122672,8
720575940621467819,720575940640834211,24
720575940621467819,720575940626669086,6
720575940621467819,720575940613940074,19
720575940621467819,720575940625992781,90
720575940621467819,720575940641223888,27
720575940621467819,720575940613091290,5
720575940621467819,720575940615757162,9
720575940621467819,720575940629513222,33
720575940621467819,720575940630042508,25
720575940607377586,720575940612443890,9
720575940607377586,720575940622026245,61
720575940607377586,720575940612686233,67
720575940607377586,720575940635527322,24
720575940607377586,720575940630691958,143
720575940607377586,720575940630233404,115
720575940607377586,720575940607162754,188
720575940607377586,720575940627410451,181
720575940607377586,720575940643867296,5
720575940607377586,720575940620182151,21
720575940607377586,720575940629024591,8
720575940607377586,720575940618539810,92
720575940607377586,720575940610482883,6
720575940607377586,720575940622195625,75
720575940607377586,720575940621569728,14
720575940607377586,720575940638714694,5
720575940607377586,720575940616038294,8
720575940607377586,720575940649829241,12
720575940607377586,720575940632486969,6
720575940607377586,720575940631918649,8
720575940607377586,720575940610677828,17
720575940607377586,720575940628780309,5
720575940607377586,720575940629564688,8
720575940607377586,720575940628826128,53
720575940607377586,720575940633228172,5
720575940607377586,720575940618514043,8
720575940607377586,720575940628995331,10
720575940607377586,720575940638024794,5
720575940607377586,720575940635596212,95
720575940607377586,720575940612208858,6
720575940607377586,720575940645527918,40
720575940607377586,720575940627107721,15
720575940607377586,720575940631365340,71
720575940607377586,720575940632134227,13
720575940607377586,720575940648188548,10
720575940607377586,720575940623164685,42
720575940624548021,720575940612392398,29
720575940624548021,720575940636153439,5
720575940624548021,720575940611597102,19
720575940624548021,720575940628059261,14
720575940624548021,720575940628073085,24
720575940624548021,720575940628145257,16
720575940624548021,720575940631946827,7
720575940624548021,720575940627341736,13
720575940624548021,720575940619944112,15
720575940624548021,720575940625395864,5
720575940624548021,720575940651421686,10
720575940624548021,720575940635690335,9
720575940624548021,720575940626099289,16
720575940624548021,720575940630745148,8
720575940624548021,720575940621164532,8
720575940624548021,720575940629456860,5
720575940622745796,720575940628314667,10
720575940622745796,720575940642602203,17
720575940622745796,720575940628609579,8
720575940622745796,720575940614619282,5
720575940622745796,720575940632915281,5
720575940622745796,720575940621596587,7
720575940622745796,720575940614432918,8
720575940622745796,720575940615149836,7
720575940622745796,720575940631770593,5
720575940622745796,720575940650262393,6
720575940622745796,720575940624677303,5
720575940622745796,720575940637736006,6
720575940606722249,720575940621753377,9
720575940606722249,720575940634545890,189
720575940606722249,720575940609282825,274
720575940606722249,720575940617299131,114
720575940606722249,720575940631193052,19
720575940606722249,720575940614326162,5
720575940606722249,720575940625493400,10
720575940606722249,720575940633294796,12
720575940606722249,720575940626675837,11
720575940606722249,720575940630493818,22
720575940606722249,720575940616758322,21
720575940606722249,720575940635983770,46
720575940606722249,720575940619637780,11
720575940606722249,720575940623955637,84
720575940606722249,720575940615708482,8
720575940606722249,720575940619531373,6
720575940606722249,720575940625584484,9
720575940606722249,720575940611352014,31
720575940606722249,720575940644004768,5
720575940606722249,720575940631538028,7
720575940606722249,720575940648633988,11
720575940606722249,720575940624832743,23
720575940606722249,720575940637943374,8
720575940606722249,720575940637628762,14
720575940606722249,720575940624661552,14
720575940606722249,720575940617903168,11
720575940606722249,720575940631704716,18
720575940606722249,720575940623945404,16
720575940606722249,720575940624770791,7
720575940606722249,720575940612699761,8
720575940606722249,720575940634949311,7
720575940606722249,720575940607439964,14
720575940606722249,720575940631801671,48
720575940606722249,720575940623636701,50
720575940606722249,720575940605883569,76
720575940606722249,720575940604352172,32
720575940606722249,720575940621533985,16
720575940606722249,720575940618865112,40
720575940606722249,720575940642086389,9
720575940606722249,720575940610100437,8
720575940606722249,720575940612284569,5
720575940606722249,720575940618499238,9
720575940606722249,720575940608345778,86
720575940606722249,720575940614956072,43
720575940606722249,720575940618277184,21
720575940606722249,720575940610161091,13
720575940606722249,720575940606590338,13
720575940606722249,720575940613804259,21
720575940606722249,720575940612197374,12
720575940606722249,720575940622338742,11
720575940606722249,720575940639080765,33
720575940606722249,720575940617781383,9
720575940606722249,720575940635066975,9
720575940606722249,720575940615513086,5
720575940606722249,720575940632698797,22
720575940606722249,720575940634303132,60
720575940606722249,720575940649045369,17
720575940606722249,720575940625585508,7
720575940606722249,720575940623913364,6
720575940606722249,720575940608293129,17
720575940606722249,720575940615366055,35
720575940606722249,720575940630340474,6
720575940606722249,720575940611703080,7
720575940606722249,720575940640541091,18
720575940606722249,720575940626143806,18
720575940606722249,720575940632403986,89
720575940606722249,720575940614714178,10
720575940606722249,720575940637136752,23
720575940606722249,720575940637594334,24
720575940606722249,720575940605758142,71
720575940606722249,720575940633190847,41
720575940606722249,720575940621500865,53
720575940606722249,720575940623146701,12
720575940606722249,720575940626342174,5
720575940606722249,720575940620595053,29
720575940606722249,720575940612637554,11
720575940606722249,720575940640803200,95
720575940606722249,720575940634325087,5
720575940606722249,720575940619456728,6
720575940606722249,720575940628059978,28
720575940606722249,720575940631054634,12
720575940606722249,720575940627042064,24
720575940606722249,720575940623650823,101
720575940606722249,720575940631462200,13
720575940606722249,720575940631907159,11
720575940606722249,720575940646576436,19
720575940606722249,720575940660217985,87
720575940606722249,720575940624879911,33
720575940606722249,720575940609447179,10
720575940606722249,720575940632835688,7
720575940606722249,720575940637864355,9
720575940606722249,720575940630546540,9
720575940606722249,720575940612347571,10
720575940606722249,720575940625977802,62
720575940606722249,720575940616197819,79
720575940606722249,720575940624330281,45
720575940606722249,720575940631161570,19
720575940606722249,720575940630549370,13
720575940606722249,720575940621551854,12
720575940606722249,720575940630097103,14
720575940606722249,720575940632505359,77
720575940606722249,720575940630914858,7
720575940606722249,720575940622726271,70
720575940606722249,720575940613203119,15
720575940606722249,720575940630407388,31
720575940606722249,720575940629011655,11
720575940606722249,720575940623916071,5
720575940606722249,720575940628573519,10
720575940606722249,720575940629792732,12
720575940606722249,720575940632167085,22
720575940606722249,720575940603464672,30
720575940606722249,720575940624435128,39
720575940606722249,720575940615160386,26
720575940606722249,720575940619071005,59
720575940606722249,720575940609460491,27
720575940606722249,720575940621529435,36
720575940606722249,720575940629009513,5
720575940606722249,720575940621123113,10
720575940606722249,720575940626378242,50
720575940606722249,720575940626115134,72
720575940606722249,720575940623792648,7
720575940606722249,720575940636167280,5
720575940606722249,720575940618149686,11
720575940606722249,720575940660217729,12
720575940606722249,720575940616908177,11
720575940606722249,720575940621542747,19
720575940606722249,720575940623137997,8
720575940606722249,720575940640955637,7
720575940639817947,720575940629757036,10
720575940639817947,720575940629502224,9
720575940639817947,720575940638603709,7
720575940639817947,720575940628251146,16
720575940639817947,720575940626818085,8
720575940639817947,720575940620468718,16
720575940639817947,720575940634823449,7
720575940639817947,720575940632499757,9
720575940639817947,720575940612752611,12
720575940639817947,720575940626009852,13
720575940639817947,720575940614614495,7
720575940639817947,720575940623608361,8
720575940639817947,720575940611602552,9
720575940639817947,720575940618932763,9
720575940613636325,720575940627620593,10
720575940613636325,720575940631119468,6
720575940613636325,720575940621384212,6
720575940613636325,720575940622183194,33
720575940613636325,720575940632868051,7
720575940613636325,720575940635952782,9
720575940613636325,720575940627139530,9
720575940613636325,720575940625563623,6
720575940613636325,720575940632189900,26
720575940613636325,720575940628132745,9
720575940613636325,720575940639432782,31
720575940613636325,720575940632539788,5
720575940613636325,720575940629418199,22
720575940613636325,720575940640788725,23
720575940613636325,720575940660235649,7
720575940613636325,720575940604735660,22
720575940613636325,720575940630346860,6
720575940613636325,720575940608335299,9
720575940613636325,720575940626555440,8
720575940613636325,720575940613191391,5
720575940613636325,720575940618440000,13
720575940625170667,720575940615504690,33
720575940625170667,720575940621398721,25
720575940625170667,720575940634966708,14
720575940625170667,720575940634024877,24
720575940625170667,720575940624140424,6
720575940625170667,720575940623888397,6
720575940625170667,720575940632308281,18
720575940625170667,720575940627255226,31
720575940625170667,720575940610056149,35
720575940625170667,720575940627327294,28
720575940625170667,720575940640482904,15
720575940625170667,720575940625013687,5
720575940625170667,720575940632764995,16
720575940625170667,720575940629808795,57
720575940625170667,720575940631362553,6
720575940625170667,720575940620871616,12
720575940625170667,720575940609725705,16
720575940625170667,720575940616867526,20
720575940625170667,720575940627326270,34
720575940625170667,720575940613526937,18
720575940625170667,720575940638848346,26
720575940625170667,720575940614765777,46
720575940625170667,720575940609659331,6
720575940625170667,720575940633428388,26
720575940625170667,720575940632068815,12
720575940625170667,720575940626358861,8
720575940625170667,720575940629482225,7
720575940625170667,720575940619981366,34
720575940625170667,720575940614635757,8
720575940625170667,720575940630601854,5
720575940625170667,720575940621099629,17
720575940625170667,720575940607860098,6
720575940625170667,720575940647113763,5
720575940625170667,720575940618570525,39
720575940625170667,720575940626120537,24
720575940625170667,720575940612440014,6
720575940625170667,720575940636502264,30
720575940625170667,720575940627761241,10
720575940625170667,720575940613240499,6
720575940625170667,720575940611914194,46
720575940625170667,720575940622998298,5
720575940625170667,720575940626293534,10
720575940625170667,720575940612404430,12
720575940625170667,720575940620968021,51
720575940625170667,720575940652659702,54
720575940625170667,720575940633645732,20
720575940625170667,720575940616613435,15
720575940625170667,720575940621713502,17
720575940625170667,720575940620661780,43
720575940625170667,720575940624774839,7
720575940625170667,720575940620045470,11
720575940625170667,720575940646227566,8
720575940625170667,720575940637187982,33
720575940625170667,720575940623463756,27
720575940625170667,720575940620873607,18
720575940625170667,720575940616172650,18
720575940625170667,720575940624017357,5
720575940612423922,720575940633941293,84
720575940612423922,720575940637216624,25
720575940612423922,720575940617787963,35
720575940612423922,720575940616921152,6
720575940612423922,720575940631092943,39
720575940612423922,720575940617678566,98
720575940612423922,720575940638604915,56
720575940612423922,720575940633170969,111
720575940612423922,720575940621218694,16
720575940612423922,720575940621827419,8
720575940612423922,720575940621256384,5
720575940612423922,720575940609937476,10
